feedback,issue,distance,76/150,,,,,27/50,,feedback,issue,distance,55/100,,,,result,distance,Appproach,,,Matching Bug report,Sentence MiniLM nouns & verbs,Matching Bug report,Sentence MiniLM,,,result,NEXTCLLOUD,FIREFOX,
Man I love nextcloud but good God this app sucks. Constant crashes clicking photos in the menu doesn't show photos instead its constantly loads or crashes. I'd be willing to pay a few dollars a year for some good work on this app. I think most people would agree. This app needs alot of work. Limited organization with only favorites working. No tags in this app. Don't expect a fun easy browsing experience here.,"Nextcloud Android app crashes when selecting a folder, switching into gallery mode and go back ",0.5533695,1,28,,,,,,"The app is very user friendly. However, it has some bugs. Auto Upload doesn't not work. Fails to upload any files from selected folder.",Existing files auto upload freezes app,0.6614735,0,,,,TRUE,0.6948918,Sentence MiniLM nouns & verbs,,,FALSE,0.65882087,TRUE,0.66081685,,,FALSE,0.69350505,0.4313564,FALSE
new update has broken auto upload. all that happens is I get an error about local storage being full!!! EDIT: Thanks for responding. I have 128gb local storage and a 512gb sd card which is where my pictures are saved to. I'm only using 30gb or so on local storage currently so I should have the space for any images/videos I take. I try to keep at least 10gb of local storage free at any one time for things like updates so I'd have thought that would be more than enough as I mostly take pictures.,Auto upload not working - not enough space ,0.6054522,1,,,,,,,"App is nice for data sync. If you are using a version of the app that works, I strongly recommend disabling auto update to prevent the app from breaking as just happened with v3.0.0 in Feb 2018",nextcloud Android app crashing when sync a big folder (10Gb),0.5898499,0,,,,TRUE,0.773231,Sentence MiniLM nouns & verbs,,,FALSE,0.5947154,TRUE,0.7465169,,,FALSE,0.5661483,0.658991,TRUE
new update has broken auto upload. all that happens is I get an error about local storage being full!!! EDIT: Thanks for responding. I have 128gb local storage and a 512gb sd card which is where my pictures are saved to. I'm only using 30gb or so on local storage currently so I should have the space for any images/videos I take. I try to keep at least 10gb of local storage free at any one time for things like updates so I'd have thought that would be more than enough as I mostly take pictures.,Upload complains on missing storage space,0.5562403,1,,,,,,,"App is nice for data sync. If you are using a version of the app that works, I strongly recommend disabling auto update to prevent the app from breaking as just happened with v3.0.0 in Feb 2018",Folder synchronization 150GB - The device allow the sync of too much data,0.57509565,0,,,,TRUE,0.71427244,Sentence MiniLM nouns & verbs,,,FALSE,0.5569469,TRUE,0.644089,,,FALSE,0.56185377,0.607204,FALSE
new update has broken auto upload. all that happens is I get an error about local storage being full!!! EDIT: Thanks for responding. I have 128gb local storage and a 512gb sd card which is where my pictures are saved to. I'm only using 30gb or so on local storage currently so I should have the space for any images/videos I take. I try to keep at least 10gb of local storage free at any one time for things like updates so I'd have thought that would be more than enough as I mostly take pictures.,Auto-uploaded files should be moved to app folder but are instead deleted from local storage,0.5524468,0,29,,,,,,"Absolutely full of bugs. Tries to upload even when I've turned off all sync rules and force stopped the app. Certain actions will trigger it to open again and trying to sync. Crashes sometimes, slows down and becomes unresponsive. Also no ability to tell it to sync only on certain Wifi networks (not any Wifi network).",Android app crashes during sync,0.69343257,0,,,,TRUE,0.57044744,Sentence MiniLM nouns & verbs,,,FALSE,0.53777075,TRUE,0.6291651,,,FALSE,0.53336895,0.59623426,TRUE
"Really good and useful app. Auto upload works great, even when offline it will retry and upload as soon as you're connected (you'll still get an error, ignore it). I use it with the ""move to nextcloud folder"" option, so I know what's been uploaded. My issues with it: (1) auto-upload won't upload existing pics (many reports on this) (3) useless and stupid slow photos tab (4) multiple selection is one by one only (5) no bidirectional folder sync option. Still, pros outweigh the cons, recommended",(Auto sync) The pictures aren't uploaded when not on wifi,0.56398016,0,,,,,,,"Absolutely full of bugs. Tries to upload even when I've turned off all sync rules and force stopped the app. Certain actions will trigger it to open again and trying to sync. Crashes sometimes, slows down and becomes unresponsive. Also no ability to tell it to sync only on certain Wifi networks (not any Wifi network).",app crashes while syncinc,0.64334303,0,,,,TRUE,0.55622053,Sentence MiniLM nouns & verbs,,,FALSE,0.67637855,FALSE,0.69350505,,,FALSE,0.8338283,0.57349646,TRUE
"Really good and useful app. Auto upload works great, even when offline it will retry and upload as soon as you're connected (you'll still get an error, ignore it). I use it with the ""move to nextcloud folder"" option, so I know what's been uploaded. My issues with it: (1) auto-upload won't upload existing pics (many reports on this) (3) useless and stupid slow photos tab (4) multiple selection is one by one only (5) no bidirectional folder sync option. Still, pros outweigh the cons, recommended",auto upload: files not visible within app before uploaded,0.5634157,0,,,,,,,"Great & working app. There have been a lot's of improvements and stabilisation. Though, the main feature I use is the (camera) auto upload and there are still holes in the raquette. Indeed sometimes it misses pics. It results in part of the pics only being uploaded. I don't see them in the errors and no way to trigger again the autoupload. An rsync like feature would be handy in such case to be fail safe.",(Auto sync) The pictures aren't uploaded when not on wifi,0.48709962,0,,,,TRUE,0.729115,Sentence MiniLM nouns & verbs,,,FALSE,0.66922003,FALSE,0.5661483,,,FALSE,0.8102795,0.5203835,FALSE
"Really good and useful app. Auto upload works great, even when offline it will retry and upload as soon as you're connected (you'll still get an error, ignore it). I use it with the ""move to nextcloud folder"" option, so I know what's been uploaded. My issues with it: (1) auto-upload won't upload existing pics (many reports on this) (3) useless and stupid slow photos tab (4) multiple selection is one by one only (5) no bidirectional folder sync option. Still, pros outweigh the cons, recommended",Fc app on selecting storage folder auto uploaded,0.55202776,0,30,,,,,,"Great & working app. There have been a lot's of improvements and stabilisation. Though, the main feature I use is the (camera) auto upload and there are still holes in the raquette. Indeed sometimes it misses pics. It results in part of the pics only being uploaded. I don't see them in the errors and no way to trigger again the autoupload. An rsync like feature would be handy in such case to be fail safe.",Viewing newly uploaded pictures crash,0.48075998,0,,,,TRUE,0.6915228,Sentence MiniLM nouns & verbs,,,FALSE,0.6954238,FALSE,0.56185377,,,FALSE,0.8026391,0.72000945,TRUE
After the latest update 3.0.1 my nextcloud could not find host? Please fix it.,Can not use nextcloud,0.65200573,0,,,,,,,"Good app overall but auto upload still doesn't work. Sony Xperia Z5 on Android 7. Even with auto upload turned on, settings and folders selected, nothing happens when I take a photo. Keep trying :-)",Auto upload doesn't work on Android for already uploaded photos.,0.7187669,1,,,,TRUE,0.7936404,Sentence MiniLM nouns & verbs,,,FALSE,0.6577765,FALSE,0.53336895,,,FALSE,0.7545074,0.69302833,FALSE
After the latest update 3.0.1 my nextcloud could not find host? Please fix it.,Nextcloud server is not configured during upload,0.58821094,0,,,,,,,"Good app overall but auto upload still doesn't work. Sony Xperia Z5 on Android 7. Even with auto upload turned on, settings and folders selected, nothing happens when I take a photo. Keep trying :-)",Auto upload not working on Samsung Galaxy S10 with Android 10,0.61009955,1,,,,TRUE,0.73161095,Sentence MiniLM nouns & verbs,,,FALSE,0.5237374,FALSE,0.78567517,,,FALSE,0.5346988,0.5359441,FALSE
After the latest update 3.0.1 my nextcloud could not find host? Please fix it.,Error when trying to connect Nextcloud Android app,0.5678605,1,31,,,,,,"After downloaded it, I've trying to login in, it's prompt me enter URL, password and account, but all I can do is just enter URL, after enter URL, it said wrong account and password, but nothing I can do to enter both...","Tried to log in, got this error",0.46416652,0,,,,TRUE,0.7232516,Sentence MiniLM nouns & verbs,,,FALSE,0.42563683,FALSE,0.7785597,,,FALSE,0.48617253,0.7632798,FALSE
"Still broken. Random crashes, wrong items being show in some of the screens, the photos section never shows up correctly... Unreliable app feels really buggy and not robust at all. IOS version feels a bit more finished ... This one is an alpha",Android Mobile app crash in photos section,0.63083166,1,,,,,,,"After downloaded it, I've trying to login in, it's prompt me enter URL, password and account, but all I can do is just enter URL, after enter URL, it said wrong account and password, but nothing I can do to enter both...",User and password in provisioning link not working,0.45938778,1,,,,TRUE,0.69447815,Sentence MiniLM nouns & verbs,,,FALSE,0.41200665,FALSE,0.77412105,,,FALSE,0.44548836,0.75436586,FALSE
"Still broken. Random crashes, wrong items being show in some of the screens, the photos section never shows up correctly... Unreliable app feels really buggy and not robust at all. IOS version feels a bit more finished ... This one is an alpha",app crashed,0.5393858,1,,,,,,,Works on all of my devices except for this tablet. Can't get it past am initial login and refresh of an account and it never wants to clear out old data. Not happy. Works better through my web browser.,Auto Upload stays active even after account removal on device,0.48132747,0,,,,TRUE,0.67647374,Sentence MiniLM nouns & verbs,,,FALSE,0.39636725,FALSE,0.74116623,,,FALSE,0.44060698,0.734965,FALSE
"Still broken. Random crashes, wrong items being show in some of the screens, the photos section never shows up correctly... Unreliable app feels really buggy and not robust at all. IOS version feels a bit more finished ... This one is an alpha",AutoUpload view crashes app,0.528077,1,32,,,,,,Works on all of my devices except for this tablet. Can't get it past am initial login and refresh of an account and it never wants to clear out old data. Not happy. Works better through my web browser.,Android - Auto Upload STILL not working after 1.5 Years!!!,0.40896738,0,,,,TRUE,0.66081685,Sentence MiniLM nouns & verbs,,,FALSE,0.5957323,FALSE,0.68603206,,,FALSE,0.7612072,0.71233535,FALSE
"Nextcloud as a service is amazing, but this mobile client is not so much. The interface is rather unstable and I encounter crashes or bugs while moving from image preview to image preview. I actually have no issues with auto upload, but sync leaves a bit to be desired; you can't configure the location of syncs. Every sync will land in a single directory, which is inconvenient.",Nextcloud does not sync some files over mobile network after allowing to sync over mobile network,0.59549034,0,,,,,,,"Not working for me, I can log, manual upload but if I want tu upload more then 10 photos, after a few stops uploading them. Auto upload is not working as well. I disable battery performance, I added all the permissions, etc. I am on android 9.",Auto upload doesn't work on Android for already uploaded photos.,0.63429636,0,,,,TRUE,0.73847795,Sentence MiniLM nouns & verbs,,,FALSE,0.5534493,FALSE,0.66568005,,,FALSE,0.7271416,0.61977494,TRUE
"Nextcloud as a service is amazing, but this mobile client is not so much. The interface is rather unstable and I encounter crashes or bugs while moving from image preview to image preview. I actually have no issues with auto upload, but sync leaves a bit to be desired; you can't configure the location of syncs. Every sync will land in a single directory, which is inconvenient.",nextcloud android application crashed when downloading files from server,0.53414315,0,,,,,,,"Not working for me, I can log, manual upload but if I want tu upload more then 10 photos, after a few stops uploading them. Auto upload is not working as well. I disable battery performance, I added all the permissions, etc. I am on android 9.",Auto upload not working on Samsung Galaxy S10 with Android 10,0.58372563,0,,,,TRUE,0.74609494,Sentence MiniLM nouns & verbs,,,FALSE,0.5871558,FALSE,0.8026391,,,FALSE,0.5772158,0.61927676,TRUE
"Nextcloud as a service is amazing, but this mobile client is not so much. The interface is rather unstable and I encounter crashes or bugs while moving from image preview to image preview. I actually have no issues with auto upload, but sync leaves a bit to be desired; you can't configure the location of syncs. Every sync will land in a single directory, which is inconvenient.",nextcloud Android app crashing when sync a big folder (10Gb),0.5308542,0,33,,,,,,"Auto Upload hasn't worked in quite some time.  Even manually moving files to the InstantShared folders has no effect.  Those files aren't even viewable in the app, but are seen there by a file manager.  Would be nice if that was fixed.  Great overall platform though.",auto upload: files not visible within app before uploaded,0.7353552,1,,,,TRUE,0.68163466,Sentence MiniLM nouns & verbs,,,FALSE,0.49971816,FALSE,0.78408194,,,FALSE,0.5687294,0.57919854,FALSE
Was great. Now crashes every 30 seconds and takes me out of whatever app I was in.,Nextcloud andriod app keeps crashing,0.6909273,1,,,,,,,"Auto Upload hasn't worked in quite some time.  Even manually moving files to the InstantShared folders has no effect.  Those files aren't even viewable in the app, but are seen there by a file manager.  Would be nice if that was fixed.  Great overall platform though.",Existing files auto upload freezes app,0.7008537,0,,,,TRUE,0.5661483,Sentence MiniLM nouns & verbs,,,FALSE,0.52794176,FALSE,0.5095999,,,FALSE,0.57574034,0.6587475,TRUE
Was great. Now crashes every 30 seconds and takes me out of whatever app I was in.,app crash,0.6834008,1,,,,,,,Used to work great now you it just crashes every time you try to log on,"Just start from PlayMarket try login, crash",0.6279212,1,,,,TRUE,0.53336895,Sentence MiniLM nouns & verbs,,,FALSE,0.50700927,FALSE,0.48821837,,,FALSE,0.56436265,0.60008144,TRUE
Was great. Now crashes every 30 seconds and takes me out of whatever app I was in.,app crashed,0.6829928,1,34,,,,,,Used to work great now you it just crashes every time you try to log on,App does not not log in on Android or crashes,0.62410337,1,,,,TRUE,0.8026391,Sentence MiniLM nouns & verbs,,,FALSE,0.49811485,FALSE,0.6177308,,,FALSE,0.5411609,0.591541,TRUE
"After repeatedly reporting the issue, it still does not auto-upload my photos unless I manually take the phone out of medium power-saving mode (suicide for any Galaxy S8 owner).",Auto upload doesn't work on Android for already uploaded photos.,0.59226084,1,,,,,,,"even when disabling ALL automatic uploads, it still tries to upload files.",Existing files auto upload freezes app,0.64003533,0,,,,TRUE,0.6177308,Sentence MiniLM nouns & verbs,,,FALSE,0.5511332,FALSE,0.58099496,,,FALSE,0.57417417,0.6108179,FALSE
"After repeatedly reporting the issue, it still does not auto-upload my photos unless I manually take the phone out of medium power-saving mode (suicide for any Galaxy S8 owner).",Auto-Upload issue: Photos taken are not uploaded when no network traffic possible at create time of photos,0.5827657,1,,,,,,,"even when disabling ALL automatic uploads, it still tries to upload files.","Auto upload does nothing, manual upload works",0.60507745,0,,,,TRUE,0.58144784,Sentence MiniLM nouns & verbs,,,FALSE,0.61249375,FALSE,0.57472575,,,FALSE,0.7685081,0.6481734,TRUE
"After repeatedly reporting the issue, it still does not auto-upload my photos unless I manually take the phone out of medium power-saving mode (suicide for any Galaxy S8 owner).","Not auto-uploading photos, endless spinner",0.5653759,1,35,,,,,,"Nice, getting better with every version. Auto upload still not totally reliable. A good feature would be implementing file details with metadata support (the kind of details that the Metadata app is providing on the web UI, like EXIF - not sure if it's possible to get the information via that App when it is installed?).",auto upload: files not visible within app before uploaded,0.6533791,0,,,,TRUE,0.552034,Sentence MiniLM nouns & verbs,,,FALSE,0.5440371,FALSE,0.44060698,,,FALSE,0.6621002,0.6288598,FALSE
"Hello, Autoupload doesn't work. I manually created folder on the server using web browser, and checked in the app to create year folder and month. It gives ""connection error"" in uploads queue. So the app is almost useless for me",trying create own auto upload with new directory on server,0.6552788,0,,,,,,,"Nice, getting better with every version. Auto upload still not totally reliable. A good feature would be implementing file details with metadata support (the kind of details that the Metadata app is providing on the web UI, like EXIF - not sure if it's possible to get the information via that App when it is installed?).",Bug by auto uploading files from smartphone,0.6007223,0,,,,TRUE,0.48617253,Sentence MiniLM nouns & verbs,,,FALSE,0.4904355,FALSE,0.5772158,,,FALSE,0.56927955,0.596362,FALSE
"Hello, Autoupload doesn't work. I manually created folder on the server using web browser, and checked in the app to create year folder and month. It gives ""connection error"" in uploads queue. So the app is almost useless for me",Fc app on selecting storage folder auto uploaded,0.6109036,0,,,,,,,,,,,,,,TRUE,0.44548836,Sentence MiniLM nouns & verbs,,,FALSE,0.4637669,FALSE,0.5687294,,,FALSE,0.55973446,0.59619,FALSE
"Hello, Autoupload doesn't work. I manually created folder on the server using web browser, and checked in the app to create year folder and month. It gives ""connection error"" in uploads queue. So the app is almost useless for me",(Auto sync) App crashes when trying to create a folder for auto upload,0.6019916,0,36,,,,,,,,,,,,,TRUE,0.44060698,Sentence MiniLM nouns & verbs,,,FALSE,0.5528239,FALSE,0.56436265,,,FALSE,0.69540775,0.57233584,FALSE
First of all. thanks to all the devs for the app. im using the latest version but cant download files anymore using the app. works A1 on the web. im using 15.0.10. Nothing relevent in the logs. Only warning I have is about the fact that the server has no internet connection. thats a mistake. just downloaded stuff from it plus I can get a remote ssh connection to it. i can get my public ip and all... not sure how to debug this. thanks in advance for the help,Android app: Failed to download a file from server,0.6387133,1,,,,,,,,,,,,,,TRUE,0.7271416,Sentence MiniLM nouns & verbs,,,FALSE,0.44291872,FALSE,0.8364399,,,FALSE,0.6845327,0.523124,TRUE
First of all. thanks to all the devs for the app. im using the latest version but cant download files anymore using the app. works A1 on the web. im using 15.0.10. Nothing relevent in the logs. Only warning I have is about the fact that the server has no internet connection. thats a mistake. just downloaded stuff from it plus I can get a remote ssh connection to it. i can get my public ip and all... not sure how to debug this. thanks in advance for the help,nextcloud android application crashed when downloading files from server,0.5401187,0,,,,,,,,,,,,,,TRUE,0.6094079,Sentence MiniLM nouns & verbs,,,FALSE,0.40313986,FALSE,0.73808366,,,FALSE,0.6122747,0.5157041,FALSE
First of all. thanks to all the devs for the app. im using the latest version but cant download files anymore using the app. works A1 on the web. im using 15.0.10. Nothing relevent in the logs. Only warning I have is about the fact that the server has no internet connection. thats a mistake. just downloaded stuff from it plus I can get a remote ssh connection to it. i can get my public ip and all... not sure how to debug this. thanks in advance for the help,Android app won't connect to self-hosted public server,0.5275396,0,37,,,,,,,,,,,,,TRUE,0.6621002,Sentence MiniLM nouns & verbs,,,FALSE,0.5811641,FALSE,0.57417417,,,FALSE,0.72019637,0.57045716,TRUE
"The Photos section shows ""loading"" for more than 5 minutes every single time i open it, while on the webinterface the pictures show immediately using the same internet connection. It then shows every photo two times, this also does not happen on the webinterface.  The ""all files"" section even managed to show a whole bunch of pics in the wrong folder (in the root folder while they should have been in a subfolder) once, prompting me to delete them. Later i noticed my desktop pc syncing those very same pictures, which this bug-ridden app had deleted from their subfolder, where they apparently had been all the time. Other sections like ""shared"" show an endless ""loading"" sometimes until i manually refresh them. Sometimes they happen to work instantly and then show ""loading"" for infinity when i refresh them. I have reinstalled the app several times. I will have to use the webinterface which works very fast and flawlessly on chrome and firefox mobile browsers.",Photos: weird loading,0.6245025,1,,,,,,,,,,,,,,TRUE,0.56927955,Sentence MiniLM nouns & verbs,,,FALSE,0.5657696,FALSE,0.7685081,,,FALSE,0.75478053,0.6454187,TRUE
"The Photos section shows ""loading"" for more than 5 minutes every single time i open it, while on the webinterface the pictures show immediately using the same internet connection. It then shows every photo two times, this also does not happen on the webinterface.  The ""all files"" section even managed to show a whole bunch of pics in the wrong folder (in the root folder while they should have been in a subfolder) once, prompting me to delete them. Later i noticed my desktop pc syncing those very same pictures, which this bug-ridden app had deleted from their subfolder, where they apparently had been all the time. Other sections like ""shared"" show an endless ""loading"" sometimes until i manually refresh them. Sometimes they happen to work instantly and then show ""loading"" for infinity when i refresh them. I have reinstalled the app several times. I will have to use the webinterface which works very fast and flawlessly on chrome and firefox mobile browsers.",3.0RC1: Favorites and Photos loading for ever,0.60223484,1,,,,,,,,,,,,,,TRUE,0.69540775,Sentence MiniLM nouns & verbs,,,FALSE,0.5575518,FALSE,0.6621002,,,FALSE,0.7401496,0.63244617,FALSE
"The Photos section shows ""loading"" for more than 5 minutes every single time i open it, while on the webinterface the pictures show immediately using the same internet connection. It then shows every photo two times, this also does not happen on the webinterface.  The ""all files"" section even managed to show a whole bunch of pics in the wrong folder (in the root folder while they should have been in a subfolder) once, prompting me to delete them. Later i noticed my desktop pc syncing those very same pictures, which this bug-ridden app had deleted from their subfolder, where they apparently had been all the time. Other sections like ""shared"" show an endless ""loading"" sometimes until i manually refresh them. Sometimes they happen to work instantly and then show ""loading"" for infinity when i refresh them. I have reinstalled the app several times. I will have to use the webinterface which works very fast and flawlessly on chrome and firefox mobile browsers.",Photos not loading,0.5792202,1,38,,,,,,,,,,,,,TRUE,0.6122747,Sentence MiniLM nouns & verbs,,,FALSE,0.55023897,FALSE,0.56927955,,,FALSE,0.7399745,0.62638324,FALSE
"Good app, but instant upload reports failed because of connectivity issues (on wifi) .   Would report the issue but can not find your Bugzilla.  Keep up the great work.",instant upload fails,0.5397458,1,,,,,,,,,,,,,,TRUE,0.72019637,Sentence MiniLM nouns & verbs,,,FALSE,0.5524468,FALSE,0.69540775,,,FALSE,0.6402095,0.5705725,TRUE
"Good app, but instant upload reports failed because of connectivity issues (on wifi) .   Would report the issue but can not find your Bugzilla.  Keep up the great work.",instant upload bug - no account,0.52400684,1,,,,,,,,,,,,,,TRUE,0.75478053,Sentence MiniLM nouns & verbs,,,FALSE,0.56398016,FALSE,0.6122747,,,FALSE,0.66978586,0.677538,TRUE
"Good app, but instant upload reports failed because of connectivity issues (on wifi) .   Would report the issue but can not find your Bugzilla.  Keep up the great work.",Bug app mobile,0.5126654,0,39,,,,,,,,,,,,,TRUE,0.7401496,Sentence MiniLM nouns & verbs,,,FALSE,0.5634157,FALSE,0.84195715,,,FALSE,0.66376436,0.6493702,FALSE
"Keeps forgetting the account data. Then tries to auto-upload and fails, but keeps trying, burning battery. Use the account service, for crying out loud.",Auto Upload stays active even after account removal on device,0.6130793,1,,,,,,,,,,,,,,TRUE,0.7399745,Sentence MiniLM nouns & verbs,,,FALSE,0.55202776,FALSE,0.7826807,,,FALSE,0.65330976,0.6222366,FALSE
"Keeps forgetting the account data. Then tries to auto-upload and fails, but keeps trying, burning battery. Use the account service, for crying out loud.",Client tries to auto upload after account has been deleted,0.6050016,1,,,,,,,,,,,,,,TRUE,0.760238,Sentence MiniLM nouns & verbs,,,FALSE,0.65200573,FALSE,0.77381235,,,FALSE,0.8453341,0.61421645,FALSE
"Keeps forgetting the account data. Then tries to auto-upload and fails, but keeps trying, burning battery. Use the account service, for crying out loud.",instant upload bug - no account,0.58186245,0,40,,,,,,,,,,,,,TRUE,0.7304056,Sentence MiniLM nouns & verbs,,,FALSE,0.58821094,FALSE,0.75478053,,,FALSE,0.782713,0.6024332,TRUE
"The app is very user friendly. However, it has some bugs. Auto Upload doesn't not work. Fails to upload any files from selected folder.",auto upload: files not visible within app before uploaded,0.6819926,0,,,,,,,,,,,,,,TRUE,0.7177701,Sentence MiniLM nouns & verbs,,,FALSE,0.59549034,FALSE,0.7401496,,,FALSE,0.7129253,0.7195511,TRUE
"The app is very user friendly. However, it has some bugs. Auto Upload doesn't not work. Fails to upload any files from selected folder.",Existing files auto upload freezes app,0.6614735,0,,,,,,,,,,,,,,TRUE,0.66978586,Sentence MiniLM nouns & verbs,,,FALSE,0.53414315,FALSE,0.7399745,,,FALSE,0.6974522,0.629876,TRUE
"The app is very user friendly. However, it has some bugs. Auto Upload doesn't not work. Fails to upload any files from selected folder.","Sync, autoupload and upload files not wokr in mobile app.",0.6422049,1,41,,,,,,,,,,,,,TRUE,0.66376436,Sentence MiniLM nouns & verbs,,,FALSE,0.5308542,FALSE,0.760238,,,FALSE,0.72204024,0.57368857,FALSE
"App is nice for data sync. If you are using a version of the app that works, I strongly recommend disabling auto update to prevent the app from breaking as just happened with v3.0.0 in Feb 2018",nextcloud Android app crashing when sync a big folder (10Gb),0.5898499,0,,,,,,,,,,,,,,TRUE,0.782713,Sentence MiniLM nouns & verbs,,,FALSE,0.6552788,FALSE,0.7177701,,,FALSE,0.7174633,0.5609261,FALSE
"App is nice for data sync. If you are using a version of the app that works, I strongly recommend disabling auto update to prevent the app from breaking as just happened with v3.0.0 in Feb 2018",Folder synchronization 150GB - The device allow the sync of too much data,0.57509565,0,,,,,,,,,,,,,,TRUE,0.7554052,Sentence MiniLM nouns & verbs,,,FALSE,0.6109036,FALSE,0.65706676,,,FALSE,0.7125817,0.560801,FALSE
"App is nice for data sync. If you are using a version of the app that works, I strongly recommend disabling auto update to prevent the app from breaking as just happened with v3.0.0 in Feb 2018",Android app crashes during sync,0.5742955,0,42,,,,,,,,,,,,,TRUE,0.5991374,Sentence MiniLM nouns & verbs,,,FALSE,0.6019916,FALSE,0.66376436,,,FALSE,0.6114795,0.6558318,TRUE
"Absolutely full of bugs. Tries to upload even when I've turned off all sync rules and force stopped the app. Certain actions will trigger it to open again and trying to sync. Crashes sometimes, slows down and becomes unresponsive. Also no ability to tell it to sync only on certain Wifi networks (not any Wifi network).",Android app crashes during sync,0.69343257,0,,,,,,,,,,,,,,TRUE,0.7129253,Sentence MiniLM nouns & verbs,,,FALSE,0.5401187,FALSE,0.8453341,,,FALSE,0.56971097,0.6547994,TRUE
"Absolutely full of bugs. Tries to upload even when I've turned off all sync rules and force stopped the app. Certain actions will trigger it to open again and trying to sync. Crashes sometimes, slows down and becomes unresponsive. Also no ability to tell it to sync only on certain Wifi networks (not any Wifi network).",app crashes while syncinc,0.64334303,0,,,,,,,,,,,,,,TRUE,0.70081913,Sentence MiniLM nouns & verbs,,,FALSE,0.5275396,FALSE,0.782713,,,FALSE,0.6273989,0.64321,TRUE
"Absolutely full of bugs. Tries to upload even when I've turned off all sync rules and force stopped the app. Certain actions will trigger it to open again and trying to sync. Crashes sometimes, slows down and becomes unresponsive. Also no ability to tell it to sync only on certain Wifi networks (not any Wifi network).",Constant app crashes when Syncing (>6k) WhatsAPP Pictures,0.60714847,0,43,,,,,,,,,,,,,TRUE,0.6974522,Sentence MiniLM nouns & verbs,,,FALSE,0.5126654,FALSE,0.7554052,,,FALSE,0.6372646,0.56509423,TRUE
"Great & working app. There have been a lot's of improvements and stabilisation. Though, the main feature I use is the (camera) auto upload and there are still holes in the raquette. Indeed sometimes it misses pics. It results in part of the pics only being uploaded. I don't see them in the errors and no way to trigger again the autoupload. An rsync like feature would be handy in such case to be fail safe.",(Auto sync) The pictures aren't uploaded when not on wifi,0.48709962,0,,,,,,,,,,,,,,TRUE,0.6958446,Sentence MiniLM nouns & verbs,,,FALSE,0.58186245,FALSE,0.65159696,,,FALSE,0.68996704,0.6199041,TRUE
"Great & working app. There have been a lot's of improvements and stabilisation. Though, the main feature I use is the (camera) auto upload and there are still holes in the raquette. Indeed sometimes it misses pics. It results in part of the pics only being uploaded. I don't see them in the errors and no way to trigger again the autoupload. An rsync like feature would be handy in such case to be fail safe.",Viewing newly uploaded pictures crash,0.48075998,0,,,,,,,,,,,,,,TRUE,0.68401974,Sentence MiniLM nouns & verbs,,,FALSE,0.6819926,FALSE,0.63719904,,,FALSE,0.66944015,0.6196999,TRUE
"Great & working app. There have been a lot's of improvements and stabilisation. Though, the main feature I use is the (camera) auto upload and there are still holes in the raquette. Indeed sometimes it misses pics. It results in part of the pics only being uploaded. I don't see them in the errors and no way to trigger again the autoupload. An rsync like feature would be handy in such case to be fail safe.",app crashes when uploading a bunch of pics,0.4532584,0,44,,,,,,,,,,,,,TRUE,0.7125817,Sentence MiniLM nouns & verbs,,,FALSE,0.6614735,FALSE,0.5991374,,,FALSE,0.6176663,0.5809727,TRUE
"Good app overall but auto upload still doesn't work. Sony Xperia Z5 on Android 7. Even with auto upload turned on, settings and folders selected, nothing happens when I take a photo. Keep trying :-)",Auto upload doesn't work on Android for already uploaded photos.,0.7187669,1,,,,,,,,,,,,,,TRUE,0.6114795,Sentence MiniLM nouns & verbs,,,FALSE,0.5898499,FALSE,0.6974522,,,FALSE,0.61667025,0.5584228,TRUE
"Good app overall but auto upload still doesn't work. Sony Xperia Z5 on Android 7. Even with auto upload turned on, settings and folders selected, nothing happens when I take a photo. Keep trying :-)",Auto upload not working on Samsung Galaxy S10 with Android 10,0.61009955,1,,,,,,,,,,,,,,TRUE,0.56971097,Sentence MiniLM nouns & verbs,,,FALSE,0.57509565,FALSE,0.80509484,,,FALSE,0.6096198,0.47557425,TRUE
"Good app overall but auto upload still doesn't work. Sony Xperia Z5 on Android 7. Even with auto upload turned on, settings and folders selected, nothing happens when I take a photo. Keep trying :-)",Auto upload does not work in RC6,0.6095713,1,45,,,,,,,,,,,,,TRUE,0.6273989,Sentence MiniLM nouns & verbs,,,FALSE,0.5742955,FALSE,0.6728138,,,FALSE,0.7286235,0.58814514,FALSE
"After downloaded it, I've trying to login in, it's prompt me enter URL, password and account, but all I can do is just enter URL, after enter URL, it said wrong account and password, but nothing I can do to enter both...","Tried to log in, got this error",0.46416652,0,,,,,,,,,,,,,,TRUE,0.63760376,Sentence MiniLM nouns & verbs,,,FALSE,0.69343257,FALSE,0.72204024,,,FALSE,0.71145284,0.5802754,TRUE
"After downloaded it, I've trying to login in, it's prompt me enter URL, password and account, but all I can do is just enter URL, after enter URL, it said wrong account and password, but nothing I can do to enter both...",User and password in provisioning link not working,0.45938778,1,,,,,,,,,,,,,,TRUE,0.66944015,Sentence MiniLM nouns & verbs,,,FALSE,0.64334303,FALSE,0.7174633,,,FALSE,0.6948918,0.57669175,TRUE
